"Inicio del intervalo","Fin del intervalo","Intervalo completo","Filtros","Tipo de medios","Acumulado o detallado","ID de código de conclusión","Nombre de código de conclusión","ID de cola","Nombre de cola","Manejo medio","Conversación media","Retención media","ACW medio","Manejo total","Conversación total","Retención total","Total de ACW","Retención","Manejo","% de manejo","% de manejo total","% de tiempo total de conversación","Máximo de manejos","Mínimo de manejos","Máximo de conversaciones","Mínimo de conversaciones","Máximo de retenciones","Mínimo de retenciones","Máximo de ACW","Mínimo de ACW","Conversación","ACW","Detener","Total de detenciones","Media de detenciones","Máximo de detenciones","Mínimo de detenciones"
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","dd21f0a1-6c80-401f-a022-124399b02068","Bloqueo y desbloqueo por hurto - 611","","","366323.95009242144","342919.6243068392","99518.74652777778","10159.686691312385","792725028","742078067","28661399","21985562","288","2164","0.015353724555316688","0.0289241294415965","0.02926854261183252","1390077","11239","1304693","1072","480023","789","10305","10012","2164","2164","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","dd21f0a1-6c80-401f-a022-124399b02068","Bloqueo y desbloqueo por hurto - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","365977.5022381379","343231.66159355413","90119.76923076923","10159.731423455685","408796870","383389766","14058684","11348420","156","1117","0.007925189615660232","0.014915756618699184","0.01512140056702619","1314939","12536","1304693","2351","480023","2637","10272","10020","1117","1117","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","dd21f0a1-6c80-401f-a022-124399b02068","Bloqueo y desbloqueo por hurto - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","367987.57232049946","343363.30176899064","113940.04098360655","10159.457856399584","353636057","329972133","13900685","9763239","122","961","0.006818359194851819","0.012903106028694477","0.013014538314643071","1390077","11239","1182964","1072","340679","789","10305","10012","961","961","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","dd21f0a1-6c80-401f-a022-124399b02068","Bloqueo y desbloqueo por hurto - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","352233.73255813954","333908.93023255817","70203","10161.662790697674","30292101","28716168","702030","873903","10","86","0.0006101757448046374","0.0011052667942028378","0.0011326037301632598","1239775","28153","1173175","17991","193699","6325","10244","10107","86","86","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","a448335a-02bf-4ede-8d34-255e926c16b7","Cancelaciones - 611","","","394805.5226537217","365545.1186623517","133633.320754717","10159.632686084142","731969439","677720650","35412830","18835959","265","1854","0.013154253847299973","0.026707342461917038","0.026730200777439005","1698724","10974","1688597","851","466756","162","12471","10034","1854","1854","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","a448335a-02bf-4ede-8d34-255e926c16b7","Cancelaciones - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","400246.5591939547","370342.60831234255","133417.2085106383","10160.22040302267","635591536","588104062","31353044","16134430","235","1588","0.01126696607848563","0.02319080539897769","0.02319560375692763","1698724","23603","1688597","13455","466756","162","12471","10034","1588","1588","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","a448335a-02bf-4ede-8d34-255e926c16b7","Cancelaciones - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","365916.16818181815","340677.06363636366","150826.04545454544","10156.5","80501557","74948954","3318173","2234430","22","220","0.001560914696011863","0.002937257400327795","0.0029560860931108416","1263164","23084","1065094","12929","454308","4091","10273","10105","220","220","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","a448335a-02bf-4ede-8d34-255e926c16b7","Cancelaciones - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","345137.95652173914","318861.60869565216","92701.625","10154.326086956522","15876346","14667634","741613","467099","8","46","0.00032637307280248043","0.0005792796626115516","0.0005785109274005311","866251","10974","717720","851","316975","3908","10257","10118","46","46","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","074d5023-83e5-45aa-a5ea-4803e70490e4","Cliente no responde, llamada molesta - 611","","","46859.8717948718","35941.09932762836","47285.71698113208","10167.582417582418","153512940","117599277","2506143","33309000","53","3276","0.02324343883697665","0.005601221092668764","0.004638271366663631","1160422","10136","1150194","0","306031","1578","44000","10010","3272","3276","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","074d5023-83e5-45aa-a5ea-4803e70490e4","Cliente no responde, llamada molesta - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","60692.81481481482","49185.897046413505","57866.642857142855","10190.541245791246","72103064","58285288","1620266","12106363","28","1188","0.00842893935846406","0.0026308218898214433","0.002298849017822987","1160422","10136","1150194","47","306031","1578","44000","10018","1185","1188","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","074d5023-83e5-45aa-a5ea-4803e70490e4","Cliente no responde, llamada molesta - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","43543.73216689098","32810.77912457912","35435.08","10153.92261103634","64705986","48724007","885877","15088729","25","1486","0.01054326926488013","0.0023609249722214283","0.0019217394213845238","780287","10215","724956","19","113467","1891","10476","10010","1485","1486","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","074d5023-83e5-45aa-a5ea-4803e70490e4","Cliente no responde, llamada molesta - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","27747.325581395347","17591.332225913622","","10155.993355481727","16703890","10589982","","6113908","","602","0.0042712302136324615","0.0006094742306258928","0.0004176829274561208","443263","10284","433129","0","","","10411","10099","602","602","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","915e9899-c4c3-4d5c-be7b-97fb1d2871a8","Cliente retenido - 611","","","455933.69587628864","424112.90206185565","140085.26666666666","10158.123711340206","88451137","82277903","4202558","1970676","30","194","0.001376442959210461","0.0032273134384302364","0.00324514955643841","1806110","12641","1795974","2494","485575","3620","10248","10091","194","194","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","915e9899-c4c3-4d5c-be7b-97fb1d2871a8","Cliente retenido - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","490468.3475609756","459296.14634146343","127639.25925925926","10158.420731707318","80436809","75324568","3446260","1665981","27","164","0.0011635909552088434","0.0029348949423922744","0.0029709008071597894","1806110","13636","1795974","3499","311096","3620","10248","10091","164","164","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","915e9899-c4c3-4d5c-be7b-97fb1d2871a8","Cliente retenido - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","216695.18181818182","184464.04545454544","485575","10159.545454545454","4767294","4058209","485575","223510","1","22","0.0001560914696011863","0.00017394408385217066","0.00016006114225206204","938852","12641","443134","2494","485575","485575","10212","10128","22","22","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","915e9899-c4c3-4d5c-be7b-97fb1d2871a8","Cliente retenido - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","405879.25","361890.75","135361.5","10148.125","3247034","2895126","270723","81185","2","8","0.00005676053440043138","0.00011847441218579117","0.00011418760702655861","759107","25469","739787","15317","158297","112426","10174","10113","8","8","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","9a03add7-d369-4dfb-9f0b-033ea7127746","Configuraciones - 611","","","254545.8773656321","242230.01302043907","68444.5625","10160.456472369417","1681275520","1599929236","14236469","67109815","208","6605","0.046862916214356155","0.06134463912430864","0.0631033298276725","1820942","11431","1810794","1302","606029","417","15737","10004","6605","6605","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","9a03add7-d369-4dfb-9f0b-033ea7127746","Configuraciones - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","258363.32622478387","246185.87867435158","61334.06140350877","10162.438040345822","896520742","854264999","6992083","35263660","114","3470","0.024619881796187112","0.032711319906357415","0.03369334391745143","1635699","11431","1625533","1302","606029","417","15737","10004","3470","3470","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","9a03add7-d369-4dfb-9f0b-033ea7127746","Configuraciones - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","249770.03691275168","237234.04966442953","80518.45454545454","10158.261073825503","744314710","706957468","7085624","30271618","88","2980","0.021143299064160688","0.027157783918643173","0.027883339633741292","1820942","20074","1810794","9888","547431","559","10279","10009","2980","2980","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","9a03add7-d369-4dfb-9f0b-033ea7127746","Configuraciones - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","260903.66451612904","249721.09032258065","26460.333333333332","10158.303225806452","40440068","38706769","158762","1574537","6","155","0.001099735354008358","0.0014755352993080528","0.0015266462764797737","1124129","38266","1092840","28125","110565","3695","10645","10111","155","155","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","e956b9f8-aa58-46dc-80bc-12724b526549","Consulta a otros servicios de Antel - 611","","","82642.75305607657","71566.16997606882","54048.692015209126","10157.185498997478","1277739605","1106484554","14214806","157040245","263","15461","0.1096968277956337","0.04662083878052401","0.043641217492126065","1790852","10370","1737713","203","350046","216","17405","10005","15461","15461","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","e956b9f8-aa58-46dc-80bc-12724b526549","Consulta a otros servicios de Antel - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","82996.50115713954","71787.58296690581","61859.034013605444","10156.699028002777","717255763","620388292","9093278","87774193","147","8642","0.061315567286066","0.026170485097567853","0.024468936581956674","1790852","10470","1737713","340","350046","272","17405","10014","8642","8642","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","e956b9f8-aa58-46dc-80bc-12724b526549","Consulta a otros servicios de Antel - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","83783.04716257668","72952.0247315951","40344.67816091954","10158.095475460123","437012374","380517761","3509987","52984626","87","5216","0.03700786842908126","0.015945254693226843","0.01500812488288729","1660787","10370","1650610","203","273716","626","14358","10005","5216","5216","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","e956b9f8-aa58-46dc-80bc-12724b526549","Consulta a otros servicios de Antel - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","77025.24516531503","65863.06986899563","55570.379310344826","10156.847161572052","123471468","105578501","1611541","16281426","29","1603","0.011373392080486438","0.0045050989897293114","0.004164156027282103","1001819","10747","740457","588","251205","216","15245","10019","1603","1603","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","7fb334b0-0e9e-11e4-9191-0800200c9a66","Default Wrap-up Code","","","75150","64975","","10175","75150","64975","","10175","","1","0.000007095066800053923","0.00000274199533351428","0.0000025627001265404844","75150","75150","64975","64975","","","10175","10175","1","1","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","7fb334b0-0e9e-11e4-9191-0800200c9a66","Default Wrap-up Code","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","75150","64975","","10175","75150","64975","","10175","","1","0.000007095066800053923","0.00000274199533351428","0.0000025627001265404844","75150","75150","64975","64975","","","10175","10175","1","1","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","cb3818f8-def5-412c-9a60-1bd56c24ce3e","Facturacion - 611","","","199358.43671607753","186943.38792963023","59975.52164502165","10158.273171526307","2447722886","2295290917","27708691","124723278","462","12278","0.08711323017106207","0.08930997646238331","0.09052931625152942","2120386","11181","1542728","1080","879912","0","15063","10004","12278","12278","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","cb3818f8-def5-412c-9a60-1bd56c24ce3e","Facturacion - 611","c32bd909-d552-4a1d-9bac-74daa085f88f","MOVIL_Contratos","199237.23755539523","186818.1398536535","61611.83707865168","10158.578893125838","1933198916","1812696411","21933814","98568691","356","9703","0.06884343316092321","0.07053655896775601","0.07149514923969498","2120386","13692","1542728","3543","879912","329","15063","10004","9703","9703","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","cb3818f8-def5-412c-9a60-1bd56c24ce3e","Facturacion - 611","c32228de-db82-4018-b7f1-42b586b1e942","MOVIL_Prepagos","200201.55036748812","187738.41201902292","56142.13684210526","10157.257241677475","463066186","434238947","5333503","23493736","95","2313","0.016410889508524724","0.016895879189890294","0.017126959667960087","1146862","11181","1136704","1080","469355","0","12054","10022","2313","2313","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Detallado","cb3818f8-def5-412c-9a60-1bd56c24ce3e","Facturacion - 611","0fe7f083-8a02-4b3b-8a5d-f3a313f3a292","MOVIL_Prioritario","196403.75572519083","184563.20229007633","40124.90909090909","10155.919847328245","51457784","48355559","441374","2660851","11","262","0.0018589075016141278","0.001877538304737003","0.0019072073438743493","983518","33263","973369","23165","121369","4221","10235","10098","262","262","","","","",""
"1/04/25 00:00","1/05/25 00:00","VERDADERO","","voz","Acumulado","0389efaf-bd54-449e-8c4e-4c149f6a4617","Informacion general - 611","","","173122.01385849743","159964.78957884054","69086.2064939803","10158.514365902389","10918112926","10088019490","189365292","640656867","2741","63066","0.44745748281220066","0.3983687916683159","0.39788486069358786","2328763","10303","2140270","46","743553","1","19632","10001","63064","63066","","","","",""
